"objectid","basic_colour","body_type","cc_rating","chassis7","first_nz_registration_year","first_nz_registration_month","gross_vehicle_mass","height","import_status","make","model","motive_power","number_of_axles","number_of_seats","nz_assembled","original_country","power_rating","previous_country","road_transport_code","submodel","TLA","transmission_type","vdam_weight","vehicle_type","vehicle_usage","vehicle_year"
10378,"blue","saloon",1192,"3495790",1964,6,0,0,"new","Volkswagen","1200","petrol",0,5,"unknown","Not Known",0,"None","","","Kaikoura District","",0,"passenger car/van","private passenger",1961
10379,"grey","boat trailer",0,"",1998,6,0,0,"new","Trailer","540 Fyran","",2,0,"nz assembled/built","New Zealand",0,"None","","","Whangarei District","",0,"trailer/caravan","other goods",1998
10380,"blue","hatchback",1320,"hr52s-8",2013,4,1215,0,"used","Chevrolet","Cruze","petrol",2,5,"imported built-up","Japan",0,"Japan","","","Wellington City","",0,"passenger car/van","private passenger",2005
10381,"red","station wagon",1794,"zze122-",2013,4,1425,0,"used","Toyota","Fielder","petrol",2,5,"imported built-up","Japan",0,"Japan","","corolla","Tauranga City","",0,"passenger car/van","private passenger",2004
10382,"yellow","hatchback",1580,"zc31s-2",2013,4,1335,0,"used","Suzuki","Swift","petrol",2,5,"imported built-up","Japan",0,"Japan","","","Timaru District","",0,"passenger car/van","private passenger",2008
10383,"red","saloon",1493,"jhmcx00",1991,4,0,0,"new","Honda","Civic","petrol",0,5,"unknown","New Zealand",0,"None","","4dr lx auto","Auckland","",0,"passenger car/van","private passenger",1990
10384,"red","hatchback",1600,"saplnp9",1992,7,0,0,"new","Ford","Laser","petrol",0,5,"unknown","Japan",0,"None","","ghia hatch","Christchurch City","",0,"passenger car/van","private passenger",1992
10385,"silver","domestic trailer",0,"r15857",1997,7,0,0,"new","Reid","Trailer","",2,0,"nz assembled/built","New Zealand",0,"None","","","Auckland","",0,"trailer/caravan","other goods",1997
10386,"white","saloon",1295,"ee90904",1991,2,0,0,"new","Toyota","Corolla","petrol",0,5,"unknown","Japan",0,"None","","xl sedan","Waimakariri District","",0,"passenger car/van","private passenger",1991
10387,"red","saloon",5000,"",1991,1,0,0,"new","Holden","Commodore","petrol",0,5,"unknown","Australia",0,"None","","","Dunedin City","",0,"passenger car/van","private passenger",1991
10388,"green","saloon",2300,"e1pv154",1955,9,0,0,"new","Vauxhall","Velox","petrol",0,5,"unknown","Not Known",0,"None","","","Lower Hutt City","",0,"passenger car/van","private passenger",1955
10389,"green","saloon",1598,"6ppaaaa",1992,6,0,0,"new","Ford","Capri","petrol",0,5,"unknown","Australia",0,"None","","verde","Waipa District","",0,"passenger car/van","private passenger",1992
10390,"white","boat trailer",0,"",1997,2,0,0,"new","Trailer","Kjs","",2,0,"nz assembled/built","New Zealand",0,"None","","","Auckland","",0,"trailer/caravan","other goods",1997
10391,"brown","station wagon",1995,"",2008,7,2070,0,"new","Suzuki","Grand Vitara","petrol",2,5,"imported built-up","Japan",103,"None","","wjlxa2 2.0 5dr","Whanganui District","4-gear auto",0,"passenger car/van","private passenger",2008
10392,"red","hatchback",1596,"",2013,4,1540,0,"new","Ford","Fiesta","petrol",2,5,"imported built-up","Thailand",88,"None","","5dr 1.6 a zetec","Ashburton District","6-gear auto",0,"passenger car/van","private passenger",2013
10393,"black","sports car",2494,"",1992,6,0,0,"new","Bmw","325i","petrol",0,5,"unknown","Germany",0,"None","","a/2 e36","Dunedin City","",0,"passenger car/van","private passenger",1992
10394,"silver","station wagon",1769,"wqp11-2",2007,12,1605,0,"used","Nissan","Primera","petrol",0,5,"imported built-up","Japan",0,"Japan","","hyper cvt","Tasman District","",0,"passenger car/van","private passenger",2000
10395,"yellow","mobile machine",3260,"vsv9d20",2007,11,7350,0,"new","Sakai","Sv400d-1","diesel",0,0,"imported built-up","Japan",0,"None","","","Palmerston North City","",0,"mobile machine","other",2007
10396,"silver","hatchback",1496,"nze121-",2010,7,1355,0,"used","Toyota","Corolla","petrol",2,5,"imported built-up","Japan",0,"Japan","","runx x","Waikato District","",0,"passenger car/van","private passenger",2003
10397,"silver","station wagon",1994,"bh5-020",2004,11,0,0,"used","Subaru","Legacy","petrol",0,5,"imported built-up","Japan",0,"Japan","","gt","Dunedin City","",0,"passenger car/van","private passenger",1998
10398,"red","saloon",1597,"",1992,4,0,0,"new","Nissan","Sentra","petrol",0,5,"unknown","Australia",0,"None","","zxe auto seda","Auckland","",0,"passenger car/van","private passenger",1992
10399,"white","saloon",4942,"",1992,1,0,0,"new","Ford","Fairlane","petrol",0,5,"unknown","Australia",0,"None","","ghia","Marlborough District","",0,"passenger car/van","private passenger",1991
10400,"brown","saloon",1871,"8141038",1974,8,0,0,"new","Audi","100","petrol",0,5,"unknown","Not Known",0,"None","","s coupe","Christchurch City","",0,"passenger car/van","private passenger",1974
10401,"white","saloon",1275,"aasa908",1974,9,0,0,"new","Austin","1300","petrol",0,5,"unknown","Not Known",0,"None","","","Selwyn District","",0,"passenger car/van","private passenger",1974
10402,"gold","saloon",1800,"gc1081m",1985,9,0,0,"new","Mazda","626","petrol",0,5,"unknown","Not Known",0,"None","","glx","Waimakariri District","",0,"passenger car/van","private passenger",1985
10403,"white","station wagon",1760,"ae115-0",2004,7,0,0,"used","Toyota","Carib","petrol",0,5,"imported built-up","Japan",0,"Japan","","","Whangarei District","",0,"passenger car/van","private passenger",1996
10404,"blue","hatchback",1341,"",2003,10,0,0,"new","Hyundai","Getz","petrol",0,5,"imported built-up","South Korea",60,"None","","1.3 gl 5dr a4","Dunedin City","4-gear auto",0,"passenger car/van","private passenger",2003
10405,"yellow","domestic trailer",0,"",2006,11,0,0,"new","Trailer","Homebuilt","",2,0,"nz assembled/built","New Zealand",0,"None","","","Far North District","",0,"trailer/caravan","other goods",2006
10406,"green","saloon",3528,"4530317",1974,10,0,0,"new","Rover","3500","petrol",0,5,"unknown","Not Known",0,"None","","","Christchurch City","",0,"passenger car/van","private passenger",1974
10407,"silver","hatchback",1341,"",2003,9,0,0,"new","Hyundai","Getz","petrol",0,5,"imported built-up","South Korea",60,"None","","1.3 gl 5dr a4","Auckland","4-gear auto",0,"passenger car/van","private passenger",2003
10408,"black","utility",2660,"bmd21-6",1997,2,2595,0,"re-reg","Nissan","Navara","diesel",2,5,"imported built-up","Japan",0,"New Zealand","","d/cab 4x4","Tasman District","",0,"passenger car/van","other",1992
10409,"silver","saloon",1597,"",2001,1,0,0,"new","Nissan","Pulsar","petrol",2,5,"imported built-up","Japan",83,"None","","1.6 ls  sedan man","Dunedin City","5-gear manual",0,"passenger car/van","private passenger",2001
10410,"red","station wagon",1975,"",2009,6,2050,0,"new","Kia","Sportage","petrol",2,5,"imported built-up","South Korea",104,"None","","2.0 manual","Dunedin City","5-gear manual",0,"passenger car/van","private passenger",2009
10411,"black","station wagon",1490,"gg2-073",2007,12,1505,0,"used","Subaru","Impreza","petrol",2,5,"imported built-up","Japan",0,"Japan","","","Auckland","",0,"passenger car/van","private passenger",2006
10412,"silver","saloon",1890,"wbaan92",2010,5,1645,0,"used","Bmw","318","petrol",0,5,"imported built-up","Germany",0,"Japan","","i","Auckland","",0,"passenger car/van","private passenger",2001
10413,"yellow","hatchback",2260,"gg3s-11",2010,4,1665,0,"used","Mazda","Atenza","petrol",0,5,"imported built-up","Japan",0,"Japan","","sport","Hamilton City","",0,"passenger car/van","private passenger",2003
10414,"silver","convertible",1984,"",2010,8,2020,0,"new","Volkswagen","Eos","petrol",0,4,"imported built-up","Germany",155,"None","","tsi 155kw 6dsg","Whangarei District","6-gear auto",0,"passenger car/van","private passenger",2010
10415,"black","motorcycle",1157,"",2003,7,0,0,"new","Suzuki","Gs","petrol",0,0,"imported built-up","Japan",97,"None","","1200ss","Central Otago District","",0,"motorcycle","private passenger",2003
10416,"grey","saloon",3828,"",2006,4,0,0,"new","Mitsubishi","380","petrol",0,5,"imported built-up","Australia",180,"None","","3.8p gt sedan a","South Waikato District","5-gear auto",0,"passenger car/van","private passenger",2006
10417,"brown","hatchback",1330,"gd1-213",2007,12,1275,0,"used","Honda","Fit","petrol",2,5,"imported built-up","Japan",0,"Japan","","","Christchurch City","",0,"passenger car/van","private passenger",2004
10418,"white","hatchback",1984,"",2009,12,2055,0,"new","Audi","S3","petrol",0,5,"imported built-up","Germany",195,"None","","sportback 2.0t stron","Auckland","6-gear auto",0,"passenger car/van","private passenger",2009
10419,"grey","saloon",2489,"",2008,9,1854,0,"new","Mazda","Mazda6","petrol",2,5,"imported built-up","Japan",125,"None","","sedan gsx 2.5 5at","Auckland","5-gear auto",0,"passenger car/van","private passenger",2008
10420,"gold","station wagon",2438,"notes-1",2008,1,2190,0,"used","Toyota","Lucida","petrol",0,8,"imported built-up","Japan",0,"Japan","","estima","Auckland","",0,"passenger car/van","private passenger",1996
10421,"blue","saloon",1990,"4212372",1978,7,0,0,"new","Bmw","320","petrol",0,5,"unknown","Not Known",0,"None","","","Whanganui District","",0,"passenger car/van","private passenger",1977
10422,"red","saloon",998,"xndab18",1981,4,0,0,"new","Morris","Mini Le","petrol",0,5,"unknown","Not Known",0,"None","","","Hastings District","",0,"passenger car/van","private passenger",1981
10423,"brown","station wagon",3300,"8l35lkj",1979,12,0,0,"new","Holden","Commodore","petrol",0,5,"unknown","Not Known",0,"None","","","Timaru District","",0,"passenger car/van","private passenger",1979
10424,"black","motorcycle",1157,"wb10581",2008,3,0,0,"re-reg","Bmw","K1200","petrol",0,0,"imported built-up","Germany",123,"None","","s","Hamilton City","",0,"motorcycle","private passenger",2008
10425,"green","tractor",4500,"l06220v",2007,5,0,0,"new","John Deere","6220","diesel",0,0,"imported built-up","Germany",0,"None","","","South Waikato District","",0,"tractor","other",2007
10426,"red","hatchback",659,"",2008,4,0,0,"new","Mitsubishi","I-car","petrol",0,4,"imported built-up","Japan",48,"None","","660p 5dr a","Auckland","4-gear auto",0,"passenger car/van","private passenger",2008
10427,"red","motorcycle",750,"103144",1986,10,0,0,"new","Bmw","K755","petrol",0,0,"unknown","Germany",0,"None","","","Tasman District","",0,"motorcycle","private passenger",1986
10428,"silver","hatchback",1300,"bf1031m",1986,1,0,0,"new","Mazda","323","petrol",0,5,"unknown","Japan",0,"None","","hb glx","Auckland","",0,"passenger car/van","private passenger",1986
10429,"red","station wagon",3000,"8l356cl",1987,3,0,0,"re-reg","Holden","Commodore","petrol",0,5,"imported built-up","Australia",0,"New Zealand","","berlina","Kaikoura District","",0,"passenger car/van","private passenger",1987
10430,"silver","station wagon",2650,"kmhmh81",2008,9,2175,0,"used","Hyundai","Trajet","petrol",2,7,"imported built-up","Japan",0,"Japan","","","Auckland","",0,"passenger car/van","private passenger",2002
10431,"white","hatchback",1330,"z21a-02",2008,3,1285,0,"used","Mitsubishi","Colt","petrol",0,5,"imported built-up","Japan",0,"Japan","","","Lower Hutt City","",0,"passenger car/van","private passenger",2005
10432,"black","saloon",3984,"",2009,7,2210,0,"new","Ford","Falcon","petrol",2,5,"imported built-up","Australia",195,"None","","fg xr6 sedan a","Hastings District","6-gear auto",0,"passenger car/van","private passenger",2009
10433,"grey","boat trailer",0,"",2007,2,0,0,"new","Trailer","Jetski","",2,0,"nz assembled/built","New Zealand",0,"None","","","Wellington City","",0,"trailer/caravan","other goods",2007
10434,"red","motorcycle",1000,"",2002,10,0,0,"new","Honda","Vtr","petrol",0,0,"imported built-up","Japan",102,"None","","1000","Christchurch City","",0,"motorcycle","private passenger",2002
10435,"silver","saloon",1295,"ee90902",1991,2,0,0,"new","Toyota","Corolla","petrol",0,5,"unknown","Japan",0,"None","","","Selwyn District","",0,"passenger car/van","private passenger",1991
10436,"silver","domestic trailer",0,"",2001,3,0,0,"new","Trailer","Domestic Trailer","",2,0,"nz assembled/built","New Zealand",0,"None","","","Upper Hutt City","",0,"trailer/caravan","other goods",2001
10437,"blue","hatchback",1600,"saplls7",1990,4,0,0,"new","Ford","Laser","petrol",0,5,"unknown","Japan",0,"None","","1.6 gl","Auckland","",0,"passenger car/van","private passenger",1990
10438,"white","saloon",2962,"",1990,10,0,0,"new","Nissan","Skyline","petrol",0,5,"unknown","Australia",0,"None","","","Kaipara District","",0,"passenger car/van","private passenger",1990
10439,"red","saloon",1998,"st17190",1991,2,0,0,"new","Toyota","Corona","petrol",0,5,"unknown","Japan",0,"None","","sed auto","Auckland","",0,"passenger car/van","private passenger",1991
10440,"purple","saloon",2450,"ua2-101",2002,7,0,0,"used","Honda","Saber","petrol",0,5,"imported built-up","Japan",0,"Japan","","","Auckland","",0,"passenger car/van","private passenger",1995
10441,"red","saloon",1795,"",1991,2,0,0,"new","Bmw","318","petrol",0,5,"unknown","Germany",0,"None","","is/2","Auckland","",0,"passenger car/van","private passenger",1990
10442,"gold","saloon",1838,"eu14-06",2004,1,0,0,"used","Nissan","Bluebird","petrol",0,5,"imported built-up","Japan",0,"Japan","","","Waitaki District","",0,"passenger car/van","private passenger",1997
10443,"white","sports car",1587,"ae92906",1991,8,0,0,"new","Toyota","Corolla","petrol",0,5,"unknown","Japan",0,"None","","l/b","New Plymouth District","",0,"passenger car/van","private passenger",1991
10444,"white","station wagon",1275,"aawa-47",1969,10,0,0,"new","Austin","1300 Estate","petrol",0,5,"unknown","Not Known",0,"None","","","Christchurch City","",0,"passenger car/van","private passenger",1969
10445,"red","saloon",5047,"81237qj",1972,3,0,0,"new","Holden","Monaro","petrol",0,5,"unknown","Not Known",0,"None","","","Wellington City","",0,"passenger car/van","private passenger",1972
10446,"green","saloon",3049,"7hr225m",1967,9,0,0,"new","Holden","Special","petrol",0,5,"unknown","Not Known",0,"None","","","Tauranga City","",0,"passenger car/van","private passenger",1967
10447,"blue","saloon",2000,"3mb1138",1969,9,0,0,"new","Triumph","2000","petrol",0,5,"unknown","Not Known",0,"None","","","Tasman District","",0,"passenger car/van","private passenger",1969
10448,"red","sports car",1000,"2fd3367",1974,9,0,0,"new","Triumph","Spitfire","petrol",0,5,"unknown","Not Known",0,"None","","","Whanganui District","",0,"passenger car/van","private passenger",1970
10449,"green","saloon",3298,"8e19kf2",1986,2,0,0,"new","Holden","Commodore","petrol",0,5,"unknown","Australia",0,"None","","6 gts auto","Hamilton City","",0,"passenger car/van","other",1986
10450,"yellow","saloon",998,"xndab18",1981,3,0,0,"new","Morris","Mini","petrol",0,5,"unknown","Not Known",0,"None","","","Thames-coromandel District","",0,"passenger car/van","private passenger",1981
10451,"red","saloon",3800,"",1993,12,0,0,"new","Holden","Berlina","petrol",0,5,"unknown","Australia",0,"None","","sedan","Whakatane District","",0,"passenger car/van","private passenger",1993
10452,"red","saloon",4950,"ma23pr-",1975,1,0,0,"new","Ford","Fairmont","petrol",0,5,"unknown","Not Known",0,"None","","","Ashburton District","",0,"passenger car/van","private passenger",1975
10453,"red","convertible",1800,"g23n037",1984,2,0,0,"re-reg","Mg","Mgb","petrol",0,5,"imported built-up","Not Known",0,"New Zealand","","sports","Porirua City","",0,"passenger car/van","private passenger",1971
10454,"silver","hatchback",1999,"",2009,8,1905,0,"new","Ford","Focus","petrol",2,5,"imported built-up","Germany",107,"None","","2.0 auto","Whanganui District","4-gear auto",0,"passenger car/van","private passenger",2009
10455,"black","station wagon",2199,"",2010,11,2620,0,"new","Hyundai","Santa Fe","diesel",2,7,"imported built-up","South Korea",145,"None","","2.2r crdi elitea6 7s","Auckland","6-gear auto",0,"passenger car/van","private passenger",2010
10456,"white","light van",1990,"vpe25-0",2008,12,2915,0,"used","Nissan","Caravan","petrol",2,3,"imported built-up","Japan",0,"Japan","","","Auckland","",0,"goods van/truck/utility","private passenger",2002
10457,"black","utility",2953,"",2008,12,3001,0,"new","Ford","Ranger","diesel",2,5,"imported built-up","Thailand",115,"None","","3.0td xlt dc w/s 4x4","Masterton District","5-gear manual",0,"goods van/truck/utility","private passenger",2008
10458,"silver","boat trailer",0,"",2008,5,0,0,"new","Trailer","Sportline Scorpion","",2,0,"nz assembled/built","New Zealand",0,"None","","","Hauraki District","",0,"trailer/caravan","other goods",2008
